"","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Cat_467","Cat_469","Cat_470","Cat_494","Cat_501","Quan_27","Cat_513","Quan_10","Quan_11","Quan_13","Quan_14","Quan_16","Cat_110","Cat_349","Cat_403","Cat_498","Quan_7","Cat_220","Cat_4","Quan_18","Cat_359","Cat_388","Quant_24","Quant_25","Date_1","Cat_2","Cat_3","Cat_15","Cat_139","Cat_245","Cat_392","Cat_484","Cat_162","Cat_210","Cat_216","Cat_400","Cat_466","Day_Of_Year_1","Cat_6","Quan_17","Cat_404","Quan_28"
"561",3000,6000,2000,2000,2000,500,500,500,500,500,500,500,6900,22,76488,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","201",0,"0","0",64,64,2512,"17","32","3","0","0","0","0","2","2","2","0","0",137.875,"4",4,"0",0
"562",5000,5000,13000,2000,2000,2000,3000,2000,2000,500,2000,2000,8600,89,1006612,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","657",0,"0","0",0,0,3213,"5","387","2","0","0","0","0","0","0","0","1","0",108.375,"50",3,"0",0
"563",10000,5000,2000,2000,500,500,2000,500,500,500,500,2000,7000,86,70234,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","497",0,"0","0",42,42,2639,"53","51","2","0","0","0","0","0","0","0","0","0",264.875,"33",4,"0",0
"564",2000,3000,500,500,500,500,500,500,500,500,500,500,6800,49,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","7",0,"0","0",0,0,2814,"3","4","4","0","0","0","0","2","2","2","0","0",74.625,"6",4,"0",0
"565",34000,5000,3000,10000,2000,3000,2000,2000,2000,2000,2000,2000,8500,107,793713,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"2","0","0","0",0,"0","123",0,"0","0",0,0,2800,"5","10","12","0","0","0","0","0","0","0","1","0",60.625,"50",4,"0",0
"566",5000,5000,6000,3000,5000,3000,2000,2000,2000,2000,500,500,8300,26,534158,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","6",0,"0","0",0,0,2100,"3","4","3","0","0","0","0","2","2","2","0","0",91.125,"4",7,"0",0
"567",5000,3000,2000,2000,500,500,500,2000,500,500,500,500,7600,73,74139,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","53",0,"0","0",0,0,2688,"19","37","2","0","0","0","0","0","0","0","1","0",313.875,"14",0,"0",0
"568",5000,2000,2000,500,500,500,500,2000,500,500,500,500,4800,77,25811,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","570",0,"0","0",2,0,2695,"83","278","2","0","0","0","0","0","0","0","0","0",320.875,"2",2,"0",0
"569",24000,31000,5000,3000,2000,2000,2000,2000,2000,2000,2000,500,7100,60,924460,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","40",0,"0","0",75,75,2142,"6","31","4","0","0","0","0","0","0","0","1","0",133.125,"13",2,"2",0
"570",2000,500,500,500,500,500,500,500,500,500,500,500,1600,13,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","2","0","0",0,"0","397",0,"0","0",0,0,2681,"79","93","1","0","0","0","0","0","0","0","0","0",306.875,"46",0,"0",0
"571",23000,3000,3000,6000,2000,2000,2000,500,500,500,500,500,7300,85,546056,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","260",0,"0","0",0,0,2072,"6","34","2","0","0","0","0","0","0","0","1","0",63.125,"2",0,"0",0
"572",16000,3000,2000,2000,500,500,2000,500,500,500,500,500,5500,76,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","300",4,"0","0",0,0,1988,"7","190","1","0","0","0","0","0","0","0","1","0",344.375,"27",0,"0",0
"573",2000,2000,2000,500,500,500,500,500,2000,500,2000,500,5400,37,331563,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","360",0,"0","0",81,81,2302,"31","64","3","0","0","0","0","2","0","2","0","0",293.125,"4",4,"0",0
"574",10000,2000,500,500,500,2000,3000,500,2000,500,2000,500,5400,56,564834,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","369",0,"0","0",10,0,2347,"45","225","2","0","0","0","0","0","0","0","0","0",338.125,"10",0,"0",0
"575",11000,3000,2000,2000,2000,500,500,500,2000,2000,500,500,7400,60,94900,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"2","0","0","0",0,"0","495",0,"0","2",55,55,2618,"28","113","2","0","0","0","0","0","0","0","1","0",243.875,"14",0,"0",0
